고객번호,기호품구매횟수,기호품1,기호품2,기호품3,기호품4,기호품5,기호품6,기호품7
16536,15,4694,0,39825,3724,13694,23484,9685
16537,3,0,0,1175,0,0,13940,1960
16538,14,0,0,46435,29026,83436,38604,74669
16539,71,105640,68117,86124,16761,15170,18444,24663
16541,75,42529,28647,20067,21400,27751,51184,50908
16542,0,0,0,0,0,0,0,0
16543,5,2381,0,0,5322,2023,0,0
16544,28,4822,53874,16270,25807,207975,76157,32469
16545,142,23297,33276,65200,33696,32990,5951,52262
16546,37,33458,250888,53779,189712,206306,245931,150012
16547,17,30870,21632,36719,40440,48748,37532,215898
16548,160,64345,118180,113100,92982,59773,49903,40467
16549,5,0,0,83605,31039,0,0,16330
16550,0,0,0,0,0,0,0,0
16551,571,150526,82755,155282,107713,206587,152699,70406
16552,35,0,50062,19208,167409,332322,0,0
16553,26,36447,76309,109749,0,14664,0,80413
16554,59,5412,0,16608,0,351395,267185,204534
16555,34,74298,20807,63699,50699,72372,24449,45601
16556,5,0,19571,0,0,0,0,0
16557,52,60715,59961,29601,68660,20764,48579,62630
16558,267,104403,108050,98305,194373,101004,193257,356258
16559,6,4674,5048,5536,0,0,0,0
16560,71,69956,139679,81233,65076,108488,118345,123986
16561,9,0,8323,0,0,6018,24578,6701
16562,69,75978,54543,82328,59295,25881,77069,95943
16563,39,29176,31777,16912,34995,22847,27539,20136
16564,7,0,8241,0,74760,3641,0,0
16565,21,22732,16481,16563,37157,4915,26380,39193
16566,45,1358,15452,29917,59880,54571,78741,41681
16567,211,196566,185370,224144,56757,231077,205549,258100
16568,9,0,0,499037,453616,0,0,663799
16569,41,95453,39710,64207,61636,129959,102506,149620
16570,35,42010,42027,67111,55153,54785,69595,4561
16571,282,89839,134155,344330,222927,282134,346566,369550
16572,16,5904,13732,2757,7361,22099,8536,6758
16573,187,140129,38144,74329,74378,61338,143382,137624
16574,73,58533,153732,159235,51986,108355,255323,90189
16576,74,127305,109950,60929,8850,89253,25235,40735
16577,195,926487,1756319,257629,473632,393093,722814,167222
16578,80,120529,66945,106565,129268,51376,28901,182989
16579,44,16729,48002,13558,109981,95068,33243,25296
16580,46,170237,22351,55022,1774,46166,14584,0
16581,16,9830,28204,11275,7973,1406,1705,26625
16582,25,0,47868,39554,4612,66629,145302,111654
16583,8,0,19551,31137,52040,0,0,0
16584,63,46665,56594,90114,115607,149610,281899,69588
16585,195,159877,218246,283956,127243,215235,124213,192595
16586,660,2123165,1996869,2347166,274039,215314,224961,434267
16587,79,22436,48671,52287,9578,32627,34541,58586
16588,37,8561,30523,20923,4425,9103,82269,51071
16589,83,30200,28276,71056,12602,31309,60320,65953
16590,39,45522,25421,28267,45248,17082,22573,14967
16591,55,49692,133497,30731,56749,24980,39250,52865
16592,399,68372,83107,121367,124905,67302,111035,119569
16593,9,0,11640,15128,13205,11631,19828,13402
16594,142,105785,263844,198418,268882,340728,189913,518886
16595,34,26717,14905,74623,10624,25729,12847,15610
16596,77,76995,102855,66457,19705,57810,21724,68959
16597,148,29608,50710,90159,92099,100309,100622,152989
16598,32,14269,79008,80895,39109,43084,0,44688
16599,35,22378,87907,63439,32972,46574,60019,72191
16601,13,0,3028,16744,20647,4248,8364,6510
16602,17,10332,4635,5084,16318,14057,9329,68868
16603,180,73803,137065,126642,40013,26458,210269,212753
16604,32,6593,23795,0,86653,87806,58895,11330
16605,75,31351,59004,58840,35137,46897,53295,113073
16606,136,91877,61105,65394,44787,55384,25646,45477
16607,39,2460,47693,18913,58255,30644,44126,60029
16608,44,7617,0,50999,88479,66233,62734,124785
16609,12,4901,1854,8869,17116,15676,41928,2985
16610,59,6141,41050,41985,67016,12339,24223,62609
16611,21,12124,35972,19241,24450,31312,23377,9269
16612,32,37965,40072,48762,11927,38937,15099,23855
16613,31,39322,36393,11456,9702,36894,46689,28652
16614,31,91516,19365,111782,77332,116104,80961,59803
16616,353,185251,147096,132179,139595,38006,87614,83600
16617,58,55027,41111,188328,30206,52289,117130,86337
16618,143,91585,149417,72805,56845,54734,110707,237349
16619,1,0,0,0,2217,0,0,0
16620,67,330042,45396,36493,67913,260244,82108,157164
16621,7,10628,0,11185,0,14189,2574,42166
16622,34,18727,62742,35363,84924,2225,7270,33382
16623,27,2460,44295,32539,110854,146242,38604,57325
16624,62,178212,68427,143756,38488,11813,65938,159325
16625,43,0,7468,30085,17657,17263,21447,15149
16626,50,10284,25134,358861,385730,58708,24481,108839
16627,356,126772,239484,281459,218410,99378,346067,63113
16628,22,0,0,0,58087,9891,79450,48089
16629,5,0,0,7909,0,8010,6948,0
16630,88,0,13391,13557,57201,52187,156778,104150
16631,17,36557,15451,17625,18446,3135,15871,14528
16632,108,52114,36507,58232,62192,80362,26831,63823
16633,78,19515,25195,116810,83725,49194,111419,83746
16634,43,34048,123044,38176,83753,46319,115812,218262
16635,50,73556,331532,218144,197844,123335,51622,0
16636,65,5412,40976,50784,0,114183,200163,130078
16637,6,0,0,0,0,6674,18508,0
16638,60,163451,126155,64027,67666,59276,59730,82204
16639,18,0,4944,76263,0,44196,13297,30296
16640,30,15234,39206,28788,45618,59893,32598,22480
16641,287,210821,231985,414126,249895,329289,217439,314318
16643,68,88957,99155,98282,86048,85288,54530,106822
16644,27,58750,78576,31521,27892,61672,4826,4820
16645,8,0,2040,6384,12133,0,2123,0
16646,119,79267,67572,118575,116682,79758,54446,73699
16647,47,62577,38896,51972,5534,75812,63044,60963
16648,368,365968,406587,300136,231509,190377,272538,194083
16649,118,67131,71477,40637,31791,32718,43322,24912
16650,33,3543,26474,53169,34011,50438,32706,30837
16651,7,0,30903,11185,26694,9001,22412,0
16652,49,43849,118150,4723,65680,94765,231848,106541
16653,64,51701,54275,86880,9107,13644,23377,24766
16654,24,3070,76516,2350,48307,119360,93401,43134
16655,48,21108,17811,10137,16655,3003,26951,22784
16656,26,3572,52391,20200,17737,70795,149034,78385
16657,39,79345,34076,112890,18784,91084,25298,65074
16658,582,87504,180922,178535,122717,146944,123987,160464
16659,48,97578,83746,33848,85748,111280,93036,116475
16660,21,0,62526,232741,123626,5461,7829,37256
16661,62,93386,49795,149530,94103,78196,115951,159328
16663,73,52430,41316,69845,56232,114232,132639,112476
16665,16,14761,65720,0,0,20409,70088,32492
16666,8,2854,0,8474,41256,0,1137,0
16667,13,50285,10816,36266,50638,26700,16085,39305
16668,30,56278,35909,26064,39571,53450,18873,0
16669,51,8610,0,2599,34924,24050,64749,67695
16670,35,49202,49640,35532,26516,153968,118289,32627
16671,68,86549,77669,99446,104860,110794,148369,87091
16672,33,0,60775,119963,96807,51883,34422,86270
16673,26,7853,10868,3660,37406,15717,1448,9123
16674,21,0,0,33398,4257,18639,3217,59204
16675,62,87315,126072,53609,24832,109985,126622,91438
16676,18,21846,0,18417,13303,11934,12868,49103
16677,19,3562,3811,6756,35313,20682,13565,33224
16678,8,0,5459,8395,0,9760,10616,4786
16679,32,43790,92193,91040,53831,52792,98868,62280
16680,64,61572,9551,95854,37248,26659,54634,40013
16681,1,0,6181,0,0,0,0,0
16682,152,140107,172715,109218,78194,220056,246234,230538
16683,25,23420,30232,0,21195,21389,48620,39642
16684,73,31569,112166,253982,83664,83112,24686,62739
16685,212,69845,74752,65392,40972,64728,74630,34995
16686,58,39765,73805,64387,53708,70067,40609,55849
16687,468,238672,413114,448162,247544,303219,461516,441142
16688,11,23470,23497,30844,7538,0,37746,16443
16689,112,88753,53102,142762,168909,93835,51505,65839
16690,27,3838,34242,15704,29310,8576,6327,11295
16691,7,3641,0,24743,8522,0,10799,0
16692,28,46172,30594,10507,61547,7079,47623,59194
16693,10,7676,28193,8745,51774,13795,48255,0
16694,19,4773,39288,10733,11156,10295,0,15745
16695,33,49192,17748,30855,43285,8293,9608,51276
16696,33,19189,42667,43203,10287,34891,0,30409
16697,40,160797,76535,44739,62078,56636,108092,14754
16698,177,1968,25340,90159,61371,104085,171238,173072
16699,109,111788,94026,154049,157948,81210,58657,106598
16700,156,339417,460492,329992,309150,60073,52115,0
16701,100,37127,47568,30776,74139,65993,47954,83541
16702,58,143928,144769,199840,180657,0,160658,172639
16703,132,116804,82298,69486,69176,39219,0,4775
16704,13,3444,22147,3954,0,11125,12010,83159
16705,18,23754,5150,20902,4434,1214,14906,10136
16706,15,12527,0,14574,0,2943,4547,19439
16707,45,89479,48003,66602,50044,66022,28085,0
16709,12,20153,12825,0,4425,21036,7507,0
16710,16,103818,19263,45983,65626,0,7345,122410
16711,54,54616,27502,38524,25912,24171,396500,10136
16712,73,189321,71961,102361,61875,62298,134345,163975
16713,66,130052,339301,240006,67966,194018,280847,70097
16714,1,0,2575,0,0,0,0,0
16715,351,284316,334201,308965,257565,288510,155585,202090
16717,53,30062,16460,1921,34151,48626,47890,40060
16718,58,124254,43706,208508,62255,98800,38026,62438
16719,196,404930,416750,504518,275538,261782,424153,439025
16720,23,46743,26319,3842,37149,66548,12761,100121
16721,16,37227,223014,19162,4079,12237,1887,13965
16723,162,12045,92740,199223,112417,151378,177249,28336
16724,73,59632,11949,90387,115645,38319,145110,93477
16725,9,0,18881,11185,12814,71240,0,5575
16726,207,65201,109904,19591,0,16738,198382,181612
16727,27,44549,33272,44061,8514,60064,46969,72439
16728,39,47421,42903,7796,42328,51631,35108,28831
16729,69,66523,120312,134810,31616,46906,158042,68926
16730,205,196083,274284,316073,73270,122376,276138,122663
16731,39,0,6695,40111,1774,54512,72009,39531
16732,136,60299,51883,92671,60161,22844,27003,63204
16733,59,35378,0,62061,75719,111574,79192,70413
16734,23,43151,2112,12586,9755,23008,4172,34633
16735,37,5904,36847,146434,0,75245,21082,29395
16736,15,0,5871,9716,10287,17527,3593,12287
16737,155,286704,367800,341072,152280,184887,79009,136207
16739,40,20409,17995,34390,44616,10458,16460,10024
16740,27,4625,0,84758,8514,22533,16054,41546
16741,74,216734,346573,320704,138737,6685,20332,3852
16742,51,115391,263446,52536,87327,87755,67343,156217
16743,81,51238,51051,141258,41025,88551,33639,70874
16744,25,39559,63391,53214,6917,6574,36460,12276
16745,102,198039,97654,15287,181100,250372,162043,129888
16746,17,18402,0,0,50354,31433,1115,63182
16747,118,57368,57168,125532,277346,67861,99020,66651
16748,26,14741,8220,44187,41097,46198,29575,15429
16749,14,3936,12361,0,0,35599,12117,3942
16750,40,25516,116390,14575,45946,26911,7132,52605
16751,47,15990,27194,42639,50941,53472,22271,41513
16752,73,0,2369,2825,31971,98050,47193,143010
16753,96,236861,308800,313476,66309,38380,127954,166392
16754,629,207404,248540,367406,189830,375087,137038,307606
16756,7,7154,5017,0,0,24070,0,6408
16757,37,42471,0,30639,66034,22249,24127,25340
16758,24,18107,9126,9118,18597,22331,8922,11689
16759,41,32376,19324,27872,23147,19215,33296,51233
16760,19,21197,23558,18054,3175,26266,0,6735
16761,86,18007,23692,54795,23617,65939,82281,103094
16762,2,0,10301,0,19954,0,0,0
16763,22,321294,297695,49712,63941,116084,14316,14190
16764,166,110981,130890,101567,233209,283292,53831,233456
16765,97,117572,119625,6078,175753,47399,20977,16947
16766,87,41299,114958,126166,33496,40950,20620,72020
16767,19,8689,3349,8733,1862,3904,20482,25453
16768,37,23027,54141,53033,15386,24455,70635,93229
16770,65,77859,24361,26358,44191,67822,89960,22920
16771,94,53778,63815,39837,30358,62601,74282,140686
16772,43,13186,9981,5581,80926,74063,45071,49463
16773,174,103074,34406,94923,78128,79656,57445,3345
16774,24,35405,30626,14303,27031,29835,55869,0
16775,77,66423,57684,109761,28644,31636,66431,88382
16776,119,140216,272015,234583,226063,132090,242442,352904
16777,31,72800,60291,22596,76675,39221,48685,13447
16778,47,12212,41563,15375,21985,20418,38862,18470
16779,10,5097,19510,3276,24831,7929,3753,35769
16780,20,4527,25629,61676,22152,37976,19624,50578
16781,54,13392,9126,91584,64065,44469,47730,22140
16782,267,107914,166708,138274,44327,87312,167205,235266
16783,8,1821,0,7061,0,23898,8750,5856
16784,427,143287,200940,236763,103225,244269,111424,195356
16785,45,8797,22898,17940,447482,29431,70206,49903
16786,50,8069,0,89650,0,18912,37468,119581
16787,41,23893,7313,32743,13968,8008,33091,33561
16788,22,66817,37402,7344,80703,0,0,20429
16790,12,31409,0,10100,0,18710,26477,0
16791,18,140572,10198,12823,1774,11732,43484,343218
16792,3,0,0,0,0,10114,2145,1126
16793,163,22375,60578,66319,67151,50516,143802,81964
16794,26,82167,542134,11524,31837,72918,21983,0
16795,52,149676,159920,144163,126286,132134,215164,185433
16796,221,230247,46633,260197,33309,232225,241222,446227
16797,111,26440,39906,45105,45184,69309,78798,63958
16798,218,0,53235,41440,109227,118275,94308,179535
16799,5,0,4120,0,3104,61278,0,0
16800,47,45652,46888,52219,54692,11327,8064,64240
16801,52,20566,44232,66715,27605,51882,16889,51154
16802,5,49203,0,1209,0,28814,0,11150
16803,71,185966,222200,78375,5002,19762,9876,44802
16804,95,20773,124289,77300,69634,58933,146321,72012
16805,26,3897,16791,38278,34302,81537,21908,15677
16806,18,0,12217,91943,36892,0,10733,40916
16807,13,53876,38835,62930,25391,41365,0,0
16808,80,15646,0,0,0,43115,269606,249268
16809,7,30457,3245,7412,0,4045,4289,0
16810,662,420466,393157,375047,353926,218944,262636,234673
16811,60,8631,22260,36640,101997,103209,66463,48269
16812,71,46626,81934,129126,57866,49395,140533,68507
16813,143,97834,89029,77887,51090,196042,242386,89782
16814,77,132354,137774,162241,80411,123336,214660,139697
16815,135,53625,43563,50581,29439,18021,13608,20182
16816,12,0,21611,4406,8851,31039,17158,1115
16817,19,5904,91223,12427,5835,0,21447,12389
16818,36,0,19983,14235,33362,61491,17373,47979
16819,1,0,0,0,0,7079,0,0
16820,71,13137,74630,22370,84904,36358,18251,15992
16822,25,4615,30800,41464,28272,1052,16364,51030
16824,35,78745,21281,12360,34418,20500,92072,20655
16825,9,0,0,22596,0,18103,0,71515
16826,151,46610,68386,82737,49979,35940,48097,63698
16827,51,119268,21890,55045,106004,139242,128401,218929
16828,303,44204,67595,122687,92948,85176,152169,130633
16829,77,64551,88236,88691,33699,45007,139406,116563
16830,44,7066,189165,35284,153111,96190,40620,58485
16831,31,34914,35229,1853,22552,42215,30797,40082
16832,95,0,0,39249,31588,32900,49810,88125
16833,32,71246,35023,25082,4434,9506,11260,54903
16834,121,148778,53997,239012,187699,136990,175897,148912
16835,59,5786,44727,88736,37016,88991,97550,62133
16836,40,7872,47467,9942,41424,12177,22928,50432
16838,39,27121,18542,69438,84134,73001,32063,181638
16839,24,19937,69809,26190,2483,5259,2788,10035
16840,209,89407,166736,243017,457950,867019,118552,1501904
16841,2,3936,0,0,0,0,0,11150
16842,1637,464873,511108,472752,506440,425379,232778,349873
16843,19,16040,14524,8632,3991,2104,27335,49104
16844,6,3474,0,2260,1774,12946,0,1689
16845,56,25193,40018,14789,31030,50698,48139,82440
16846,16,3966,0,25511,8079,3287,18980,16489
16847,86,25191,46046,71844,57334,74871,120855,43642
16848,21,37866,56244,32652,29123,47282,61950,17659
16849,9,54015,28595,0,0,21744,43966,0
16850,57,22071,78554,135351,104469,97354,52878,122635
16851,37,10726,3090,9039,4878,36005,13672,107398
16852,141,47525,52535,73100,97356,106860,60415,81460
16853,16,26078,17924,0,37070,3034,21983,3604
16854,234,47773,80006,52460,957,58029,53838,16295
16855,49,30703,93830,54807,4913,39171,63312,58261
16856,25,17516,24475,103490,1809,58183,38197,40229
16858,51,17958,13526,58807,22995,39048,42893,95865
16859,62,1073,3245,43838,7414,4267,19347,134975
16860,67,139019,59611,169459,115875,98689,71268,129762
16861,1,0,0,0,0,0,0,2365
16862,10,1870,3914,2474,17205,3186,17265,5519
16863,19,0,66647,26550,35296,48585,56888,42437
16864,10,0,7973,0,24300,37765,2788,12422
16865,7,427080,0,0,17559,58254,2402,11262
16866,189,137601,131027,60207,77315,530209,567082,239147
16867,72,43643,49476,28821,24300,45432,30829,33901
16868,31,7892,3224,2440,40119,31079,10251,9798
16869,24,21649,15575,5310,35296,85510,24878,119808
16870,49,0,32901,133092,107335,112496,126289,75163
16871,218,32745,41078,78492,34906,31355,64963,39238
16872,15,3247,2678,16722,19245,7079,12332,2252
16873,117,102852,134108,34142,20024,67822,186357,198871
16874,8,0,2730,7006,0,9477,2445,7546
16875,83,24404,25741,85876,94127,172902,210830,155656
16876,20,40150,315824,27454,3725,10114,0,0
16877,45,50207,76362,101560,49664,7131,25629,38493
16878,9,21551,48208,9151,40972,0,27720,26804
16879,99,87475,109838,204756,298688,115792,77561,72663
16880,24,61671,32654,26968,34533,75649,28288,42627
16881,55,9683,22877,47641,34684,25213,10347,2309
16882,481,73233,90194,216806,141766,203475,240479,204582
16883,10,9230,12536,0,29149,5047,2563,0
16884,55,46919,67779,20224,106332,110339,29597,60277
16885,210,190767,132562,119621,111822,30319,56933,125066
16886,77,102932,87105,207286,114756,178382,95631,278134
16887,91,168499,147429,251257,21746,87948,109713,155646
16888,99,21412,89606,105940,55224,61340,67008,48575
16889,157,221493,222695,214597,198395,180171,163668,190989
16890,41,90041,32653,52265,43942,8394,83117,15869
16891,99,79384,89805,69223,46463,33629,54744,123493
16892,50,1968,36341,90059,59274,56737,80190,44487
16893,258,132642,94777,112112,83677,186331,277936,213380
16894,26,17712,24205,13560,18180,0,0,32211
16895,349,121961,77249,109298,85169,109040,137498,109864
16896,35,0,4058,29590,21904,133863,99020,78948
16897,163,138648,81374,140186,88136,64058,105177,103500
16898,18,13757,17894,19806,3689,2104,10402,6690
16899,76,32660,62402,51620,101161,16374,52995,62010
16900,42,69375,111743,8361,14765,25719,1394,66447
16901,872,159392,241434,181495,223179,185373,260198,227267
16902,10,12989,5150,0,0,14705,0,52031
16903,56,73162,76760,0,53919,100296,86819,135485
16904,28,21255,40462,96282,28494,7211,9201,58564
16905,488,168920,118060,252497,231767,212299,231326,214467
16906,16,0,72106,50841,54807,0,125088,60816
16907,201,357693,459524,437212,365091,183633,262876,294848
16908,14,15873,16172,0,12283,38006,21822,32379
16909,1417,560224,766143,689005,496217,743530,837384,528921
16910,48,22711,31417,31601,54958,33323,40888,8424
16911,25,115124,30027,10778,12726,2528,3163,12220
16912,26,18597,18282,39769,976,3336,7669,9686
16913,147,169710,78954,186249,79999,236466,185267,97892
16914,88,51744,92480,25275,76745,34152,54840,32007
16915,21,24325,4635,8473,4434,38937,7978,39588
16916,25,0,50969,103977,60447,38431,66806,17525
16917,106,50585,51219,48614,19995,79017,29264,44048
16918,779,218959,309728,359603,216987,335539,334068,309585
16919,113,81417,116493,124964,26852,4045,11700,1689
16920,80,14869,18437,36472,60258,69655,36805,58261
16921,50,55975,29667,113885,18358,40091,64512,136768
16922,45,49115,16553,169775,29568,12520,44878,35476
16923,33,63966,15132,13332,110322,39402,22198,49317
16924,21,14662,12361,11513,18295,24121,10090,10779
16925,44,133143,75813,72986,47162,27306,20395,79556
16926,42,51073,46869,32764,79373,32870,34958,45815
16927,22,16729,6181,21466,10109,21744,39890,43360
16928,52,24275,10928,20019,15936,3721,13200,21544
16929,23,72918,34610,73258,34631,13856,0,3131
16930,295,106027,115873,129897,65334,130364,143910,182016
16931,174,78586,44601,107731,93863,210517,4657299,595993
16932,103,79759,77977,90743,123448,226643,112493,150238
16933,265,230286,125057,191043,162511,260019,114540,16037
16934,51,35860,32952,19161,17036,1001,10210,25498
16936,23,15489,17717,38345,8114,17729,47580,0
16937,84,43554,32241,49700,50336,163526,259368,136432
16938,18,37258,16976,7909,931,6169,9651,13684
16939,28,0,9271,0,17736,12136,7604,62942
16940,26,9841,21630,11298,39199,35296,21446,70389
16941,29,0,0,132866,35864,124800,153022,114075
16942,28,58355,5233,73268,90023,22553,56041,129910
16943,178,141626,202876,536579,245729,323418,184003,58664
16944,87,44509,23630,334199,187833,110693,45896,117124
16945,211,75822,122722,78298,54150,97695,85057,75504
16946,78,67133,142007,42062,49520,80463,66678,137467
16947,27,27848,31819,15478,32166,4855,29596,23156
16948,18,24503,1102,308438,949,33203,29028,85594
16949,125,42147,122740,202147,105420,97384,130507,123401
16950,92,128574,50835,51598,110838,54918,85477,127208
16951,639,145649,225221,223035,166401,194406,171780,273899
16953,158,327342,320603,123575,170092,306553,155037,341723
16954,11,24779,17697,0,30818,0,6434,39418
16955,37,4428,53359,49757,33789,14665,38926,27031
16956,165,38448,147250,72385,198153,86333,165569,185297
16957,5,24601,6181,2361,0,0,0,6172
16958,8,1614,45777,0,0,6615,2038,0
16959,28,44835,89226,39544,20965,8698,4011,24530
16960,59,9447,17820,15151,17178,30027,36836,60286
16961,120,64870,75958,72297,72116,44277,48096,62776
16962,23,0,3090,0,55267,10114,22198,54621
16963,40,29993,14730,30404,46179,70310,25619,15824
16964,25,45611,19561,147327,126897,103936,42872,220144
16965,10,33556,11640,11185,8780,12541,13511,46468
16966,369,217241,108420,171728,42614,281622,259651,102471
16967,122,55972,35107,71180,75656,80736,62526,99669
16968,18,0,12042,13851,0,10589,8847,15396
16969,46,57656,22228,37059,37070,11773,21875,40173
16970,116,63071,10466,78814,34133,45421,43302,58857
16971,7,8462,4429,5028,7928,4501,0,0
16972,35,11120,52719,49101,30480,9042,50914,39554
16973,50,9053,28821,42300,40013,23667,16943,36939
16974,48,24020,18768,26436,36192,52539,24020,34057
16975,31,28213,31109,63314,130605,21239,37360,75221
16976,155,30072,118756,110484,100131,112665,98186,19710
16977,16,58650,25030,55644,15963,18002,0,7884
16978,28,9005,54956,32369,30116,51943,3539,28494
16979,14,55007,0,0,23891,20126,47719,27919
16980,134,58649,93836,65815,35083,83326,64696,87486
16981,141,45028,50185,67519,68962,63355,62419,59012
16982,894,6850171,7623351,6577362,6716461,7135415,8196105,4804120
16983,163,102173,35621,178702,78856,86318,93056,96468
16984,23,0,4635,14066,10642,13501,21233,218488
16985,36,53412,27296,40628,31482,19013,48577,6284
16986,12,3936,7571,33781,20353,0,0,143526
16987,114,79017,137410,191205,79105,57749,9866,82779
16988,7,0,2781,0,2394,0,34851,8447
16989,4,3149,0,5536,0,0,0,91055
16990,22,18510,80255,23331,17383,29228,36523,19710
16991,35,1968,0,33216,29045,33315,25844,27063
16993,3,0,2215,0,0,17376,0,0
16994,37,20173,59991,6780,12105,25689,11688,50004
16995,92,90544,56795,95515,186678,94701,177302,194273
16996,69,143869,168028,112416,208488,59052,128808,107283
16997,35,14367,13905,21351,28552,331320,19303,30408
16998,276,123181,136948,120047,96136,72938,75001,41626
16999,53,51250,15111,22992,23013,34458,40082,92273
17001,184,58397,35040,64196,59646,122698,223364,174742
17002,21,1574,13793,0,51862,21198,85315,5947
17003,48,45522,42017,23499,57690,67054,25413,90886
17004,383,115205,168724,153101,105378,159296,191804,184297
17005,37,58808,8220,54571,44120,38694,25683,62111
17006,43,6741,65956,66682,9134,60632,41607,47245
17007,9,9841,8241,12201,0,26801,0,17231
17008,40,17950,145789,162093,18065,37431,121787,92520
17009,28,0,7602,38832,17809,17598,7174,18684
17010,60,53257,28204,103793,22632,74092,188433,122926
17011,23,1279,17201,2588,4470,24020,33146,20712
17012,410,98295,197873,314845,155131,197891,384325,328380
17013,84,130797,26597,64188,59587,91122,54755,67427
17014,279,389314,299641,102311,113421,158222,260813,211472
17015,25,50246,46303,34030,0,25891,91127,0
17016,37,11710,13082,26777,20397,109834,84446,55748
17017,166,83490,121792,46253,120093,83657,31559,35826
17018,82,52176,132449,98361,104037,60307,186105,118613
17019,965,386351,479513,516615,514514,675060,713731,464689
17020,53,58650,13659,24066,36757,86297,53778,23663
17021,82,111455,72899,186485,57778,56755,60117,62517
17022,88,190603,132664,26437,84099,15940,99492,25002
17023,66,38378,6180,110384,58274,9618,71257,213586
17024,57,40249,72662,153857,106881,79594,120102,166681
17025,38,75379,16193,60728,28203,11326,53508,40207
17026,20,12005,11743,595432,887,22097,7400,0
17027,40,14564,47044,66286,30241,42183,23635,80098
17028,127,11807,67571,88694,96488,79490,101231,145737
17029,62,170221,30233,48559,44298,42558,65594,143718
17030,121,130525,197313,260626,204939,341343,186310,152581
17031,24,51339,28244,2440,6767,35853,10681,0
17032,105,56072,104390,83174,23221,85178,73144,100134
17033,154,5264,62678,54607,95534,76286,102913,77978
17034,40,39804,18635,27624,14367,42174,17738,6306
17035,226,61303,139972,274940,205212,118711,198159,187887
17036,60,139688,34919,71742,57113,171829,221652,138752
17037,7,5412,9116,0,19245,10619,8364,0
17038,12,0,5150,2825,17117,0,6434,18245
17039,98,126730,205902,226720,157323,172294,58979,70660
17040,129,3149,1071,1808,114366,218249,146589,108839
17041,371,572316,587942,281172,268807,420432,501323,456569
17042,29,0,0,56490,5676,0,93789,41772
17043,24,1771,10301,27771,8052,21158,16621,19314
17044,30,54123,17512,16156,28910,20248,24706,22459
17045,106,51378,111260,73031,98105,108360,75771,106092
17046,66,136981,65306,179549,49465,118511,88575,20272
17047,25,31391,42892,36944,29300,3186,21672,33561
17048,16,0,0,19772,40998,25881,141548,11037
17049,50,177553,115121,125657,117273,20621,5147,27232
17050,10,2067,1185,10733,22286,0,3410,26804
17051,496,86083,161207,270649,256104,161122,206042,194530
17052,22,0,0,19839,0,92165,143126,214815
17053,163,6888,22661,164024,114261,132476,178413,233084
17054,26,11808,55625,24856,0,10114,31097,91000
17055,14,14466,11032,3050,5321,1466,8043,6465
17056,1,0,0,0,0,0,0,16860
17057,356,211928,257695,274011,248239,228282,245702,382914
17058,45,55964,36661,52593,30135,12540,57037,6679
17059,111,32838,87556,77075,60162,34159,51950,61636
17060,28,20271,29749,49440,21851,16535,4289,36479
17061,47,9841,107850,59428,134267,123891,180260,218894
17063,479,45126,52673,38170,22227,91432,95139,109496
17064,19,4133,0,0,887,24475,5576,131127
17066,11,18598,23528,7943,0,7484,0,6307
17067,17,6938,0,9829,17736,10114,119030,16308
17068,1,0,0,0,0,0,0,1689
17069,39,8364,57562,101005,72499,60914,92220,204351
17070,27,10117,11218,51634,30791,11894,32771,38990
17071,122,4527,159504,121003,13062,9487,40525,71053
17072,39,7617,50358,142016,34232,39241,53295,214185
17073,35,18912,32210,26325,19777,10690,1448,44993
17074,13,14268,25752,4406,0,8900,6434,0
17075,23,31037,32448,80634,26695,18407,24621,62393
17076,36,8650,11496,17173,23210,56484,15442,71706
17077,45,15193,29316,16495,5747,11873,121561,96630
17078,13,0,0,9106,0,25588,33906,26871
17079,20,13668,0,28528,967,15150,18712,3345
17080,14,2952,3296,3163,11441,7585,12010,26918
17081,19,24651,12031,25940,2217,14391,2574,0
17082,19,6141,14730,22031,30321,59185,3324,28393
17083,337,95944,106730,108910,39544,49370,101435,100763
17084,31,39362,18644,12992,25719,23665,37821,27591
17085,2,3936,0,0,11804,0,0,0
17086,49,8807,20806,7343,18802,18710,65091,57642
17087,16,4428,23589,2825,234480,13148,34744,17457
17088,88,102596,54696,47961,92743,84095,88897,111179
17089,12,0,19077,9264,5942,424769,16943,300139
17090,87,31292,9271,26889,92232,49859,69743,91559
17091,44,71443,73651,79268,35473,25568,26970,18920
17092,147,13875,15091,190849,621714,603178,384197,970111
17093,61,0,7118,0,20016,68289,73594,11712
17095,21,3936,13751,0,88348,44438,11045,7884
17096,1095,207643,265459,289963,136669,264347,251540,242229
17097,21,15430,14359,10620,8425,12581,9534,0
17098,18,0,87352,31454,102917,166399,68587,0
17099,76,14160,17152,33891,13605,60962,43256,29113
17100,15,0,0,10168,20752,139568,5362,3379
17101,36,16828,29523,33612,61140,63564,29865,25340
17102,6,0,1288,0,4612,36004,0,44261
17103,45,18569,38926,60570,59606,34954,29157,76651
17104,24,37197,22044,27059,49307,32869,27667,57369
17105,17,1771,2029,27149,7307,9446,14476,19710
17106,52,45503,169772,75584,121267,23242,19645,37446
17107,15,25142,0,20879,7236,10114,26809,9809
17108,74,22140,32157,9017,33806,137443,89971,9349
17111,49,51226,58613,66804,33814,41708,38969,32379
17112,15,3562,4120,4519,11618,9659,84715,0
