고객번호,식료품구매횟수,식료품1,식료품2,식료품3,식료품4,식료품5,식료품6
15165,349,864716,986909,523978,721264,1057984,440293
15166,283,600710,605042,966392,206001,728252,159026
15167,151,192520,50134,163675,106812,175712,186931
15168,729,713982,715862,1173686,737319,752139,633688
15169,816,597763,664984,524202,344323,317856,694932
15170,1641,702966,782932,982313,972822,1155211,1332137
15171,672,642282,500075,469929,491558,313085,244114
15172,63,35229,10301,64512,30346,73860,142351
15173,998,788631,1035966,1255413,913968,1044571,741349
15174,11,0,1185,9491,1490,0,15698
15175,233,940495,665355,201547,138532,583126,413706
15176,319,542269,521014,858182,256864,110157,694229
15177,951,208865,1607261,1761072,1269261,3496269,1515732
15178,271,462503,364392,538838,321093,467111,543382
15180,390,1759274,538324,1160937,1225853,772704,879791
15181,0,0,0,0,0,0,0
15182,7,6377,0,31285,0,0,0
15183,589,673201,523552,562734,753064,459497,504813
15184,649,272980,700497,841315,534254,520718,693492
15185,292,456591,907568,1870902,481415,2133400,367384
15186,221,193434,239683,987386,926522,30220,284411
15187,153,418979,347923,150320,672553,245080,144636
15188,10,0,22661,0,83185,6574,16085
15189,6,0,0,0,0,0,40899
15190,694,1301192,1115118,1340724,656292,1870832,889680
15191,5,0,26267,13558,0,0,43211
15192,243,192295,116376,470944,137627,103633,154823
15193,323,607867,647386,452927,388270,693890,554540
15194,1136,947465,925340,1706389,976138,873683,1059092
15195,66,3169,51598,127215,143259,129566,176227
15196,4,0,0,37170,0,0,0
15197,1332,834812,1009175,861974,717210,695392,923895
15198,542,354969,440623,518792,478884,501529,498555
15199,131,87703,166635,165751,67397,133912,38744
15200,88,185956,74069,121498,5294,133998,2327
15201,202,282927,385901,1815372,968691,3267206,989276
15202,0,0,0,0,0,0,0
15203,8,0,6490,0,15963,10114,5715
15204,285,1513118,1066412,2013229,640749,1417425,696827
15205,1290,822739,718101,1596425,970890,1784689,1870318
15206,699,549646,627056,738691,963340,698706,716374
15207,724,603152,630853,795691,1066445,1514743,1527708
15208,759,739161,802240,661384,676815,801498,654654
15209,1540,1521609,1453387,1352263,1086202,1218223,1625430
15211,1144,1240870,1149767,1884310,1528596,1437024,1552685
15212,200,122707,328555,221779,305358,273525,123454
15213,1041,1148604,1914937,2489054,2252323,2327930,2506980
15214,994,985304,986109,913826,728573,823383,1207915
15215,667,241108,334213,216425,491577,708204,524443
15216,257,401825,400229,296382,270145,273302,503429
15217,304,153121,623460,606130,1100978,904435,361336
15218,1805,1329673,1403342,1781943,957124,1440051,1375790
15219,1189,1336682,1487130,1421573,1003074,1311170,1100478
15220,1422,1295796,586351,989506,1026480,1476131,1543731
15221,359,457349,485915,485187,354234,356779,424725
15222,917,648395,724386,637186,422833,648385,1068350
15223,1232,734720,542282,854549,635960,1170885,1236471
15224,454,650695,571009,736330,511251,533561,388695
15225,771,815900,622356,774208,777048,725734,1108868
15226,481,475791,424551,499061,396834,586183,677462
15227,131,1343287,1065243,1418879,1020828,1404179,673496
15228,743,511045,1261108,1381281,871574,763459,1202583
15229,779,410223,687192,1064731,640796,788261,1191236
15230,126,62486,154626,187605,258998,185757,304295
15231,568,517742,492794,697746,568413,589585,568695
15232,936,554061,463384,510137,365750,484826,757821
15233,0,0,0,0,0,0,0
15234,952,671118,763510,604708,560070,517021,527721
15235,0,0,0,0,0,0,0
15236,392,1140904,990525,1218882,741915,581489,574302
15237,1039,1243029,1804114,1876387,1925065,1744828,1706550
15238,977,901754,1079523,1225643,599144,716056,678657
15239,18,0,0,0,41747,0,48726
15240,1093,447445,1191839,1219447,702462,1008373,857403
15241,238,250324,133809,631386,218870,423553,388679
15242,1288,699613,1030892,1224395,837403,1704198,2338590
15243,94,2460,195300,190008,0,22553,60264
15244,3218,2114594,3383719,3959055,2912295,1698149,3467952
15245,36,140907,124013,22234,170209,0,59043
15246,827,928389,601746,702321,500865,905907,794232
15247,671,290984,516136,630410,549389,1120962,775648
15248,5,0,28122,0,0,0,0
15249,225,225132,227038,385086,242371,396590,52900
15250,538,1250648,499507,892757,608416,974324,447846
15251,1073,879246,799962,848695,402720,668345,943206
15252,248,145443,201180,245374,154583,243419,159401
15253,434,598198,611888,612546,387896,307506,592422
15254,347,367563,270672,296391,243532,67681,1104593
15255,577,197412,565712,755345,624547,586520,370012
15256,83,142885,192832,184205,264444,256279,273479
15257,788,491477,735051,1021517,658166,740564,520667
15258,843,631701,618686,607721,374961,868601,1116270
15259,4,0,0,0,0,34377,0
15260,814,443254,841734,1565117,1310732,1016755,1258616
15261,606,1190025,908711,427317,684141,648694,292595
15262,538,484282,660393,930177,1111274,864193,946909
15263,1379,1160676,1295193,1307626,718067,1215157,1235812
15264,1101,711835,551250,978671,796872,1111288,1069486
15265,5,0,0,0,9756,19115,16085
15266,274,112201,132915,339095,595988,389474,547910
15267,992,1260129,1144366,1457290,1093493,1321659,1527182
15268,274,834539,559316,455876,629393,553630,629299
15269,26,10645,6552,39706,0,56605,0
15270,2,0,0,0,0,0,42894
15271,1027,987375,1156731,1360741,849110,917314,736417
15272,359,391995,416659,449377,148823,226045,297399
15273,4,0,0,34573,0,0,5094
15274,1331,841356,1184670,1104425,749380,756293,996681
15275,26,3444,39555,22031,43091,3540,31248
15276,819,785711,750015,648165,606655,756756,656968
15277,294,15853,89803,331179,222873,277936,278045
15278,35,65988,142409,221024,37947,23262,10723
15279,296,432464,717909,1222303,311701,389433,565379
15280,1,0,0,12428,0,0,0
15281,72,19110,13865,73234,12593,158834,107597
15282,102,157806,95951,14575,32555,82767,158991
15283,888,345128,230654,415914,405751,761544,350416
15284,636,1020345,1187848,1407730,753066,958875,1255959
15285,7,0,6366,0,0,0,0
15286,268,332414,146716,545323,392888,656073,382447
15287,246,588483,737697,776527,247879,350415,498059
15288,11,0,17995,9377,0,9911,50614
15289,454,412955,335205,436182,358818,584163,507771
15290,243,164650,347396,279443,173760,246658,234726
15291,331,678764,840117,671455,436096,426351,675376
15292,566,650205,674021,606991,704950,896277,857992
15293,391,127672,345835,396193,411898,471544,687311
15294,1291,1167560,1525003,957443,1213259,784815,879441
15295,453,455272,329476,1044969,275783,434161,435349
15296,463,846585,345737,952511,680104,852896,815336
15297,975,1017144,947625,1281186,1083869,1415593,430070
15298,586,501108,1074959,719339,494928,505649,393589
15299,30,102734,68182,0,34559,490083,29135
15300,1369,1524827,1741019,1470428,1189714,1525661,1196582
15301,94,3739,0,10282,42302,189523,114068
15303,200,199196,340018,369933,371087,355433,331661
15304,475,616525,504537,413785,417070,208158,783608
15305,20,20339,0,71552,7467,0,1072
15306,240,134836,541585,1174401,319082,825045,359694
15307,983,319388,368901,532654,585143,729455,747518
15309,600,554524,734221,228108,563515,790070,337977
15310,1348,1194169,951138,1238353,1235049,1367277,1598300
15311,326,5265694,926557,7335603,611405,6337649,385542
15312,726,595718,625628,819676,590874,469997,847241
15313,438,729532,504545,545561,267736,403481,196425
15315,215,105360,194468,241162,229532,71170,98140
15316,21,0,0,6621,0,0,117957
15317,1672,3310576,3678158,4216776,1614658,502055,1823283
15318,118,112921,94643,274588,197319,309265,269434
15319,627,453062,649856,404317,603898,670885,630836
15320,2,0,0,21060,0,0,0
15321,233,172711,83107,341203,197371,161246,41704
15322,248,250885,437727,651197,479964,552575,712967
15323,411,3858,293954,154144,93155,513004,969922
15324,1297,1015824,1066215,912598,1442196,1698058,1490447
15325,822,606182,445984,500444,415633,694985,764251
15326,207,413030,321885,291666,194534,88346,15034
15327,0,0,0,0,0,0,0
15328,80,83050,45055,52428,36609,26051,45948
15329,272,83183,122415,182148,556532,265398,135565
15330,425,1081644,753708,1159158,1219312,804161,936570
15331,1224,611186,811453,956439,487904,372489,506546
15332,607,628368,592885,398571,311857,548289,862969
15333,757,1003066,877614,1191421,999150,936163,797272
15334,155,1020708,158779,391182,156853,313022,333047
15335,178,111151,131872,324785,216742,370226,553980
15336,476,894044,1387175,745734,697891,969965,1580624
15337,433,675888,883155,650624,609644,982948,777577
15338,1612,1171941,1072754,1300894,1055673,1000971,1129983
15339,0,0,0,0,0,0,0
15340,422,644585,465030,836485,688095,543872,550991
15341,868,522206,420096,826421,668106,974994,1175471
15342,452,685550,418262,630163,498508,493772,268132
15343,1573,1077299,1089307,1363546,1042539,938985,652274
15344,305,553717,329480,635293,506163,765709,739302
15345,887,666233,1179264,990239,861911,878762,1323426
15346,815,335348,620130,771981,577993,810073,1143326
15347,716,921363,541812,870511,325949,408393,344759
15348,677,477945,322068,741895,700012,480375,674849
15349,1269,1165990,1027614,1090139,644372,1320747,1208204
15350,268,602053,907859,493851,336146,400651,460536
15353,593,80195,308309,444682,603080,537224,642668
15354,1297,1930007,1258699,1558442,986203,1876250,1273456
15355,751,648550,460360,779881,390661,1056632,890918
15356,531,923807,623056,1359439,659376,937558,802349
15357,174,758716,610873,84611,0,4855,938950
15358,406,0,0,0,100345,785344,1157464
15359,1285,851821,821228,1137751,959084,853305,1342901
15360,80,36015,121612,55586,175679,146535,421847
15361,936,3076522,1581262,376610,272156,985613,186318
15362,132,74011,161053,143033,51438,170311,285823
15363,657,513366,1463922,1243954,1166055,766233,1057046
15364,337,157249,206888,555736,235190,865168,279749
15365,13,0,0,0,0,0,82689
15366,274,229113,359806,217018,188264,277789,220839
15367,228,1558262,566721,1784691,831415,1114019,276727
15368,85,68529,37650,50435,101002,156466,0
15369,29,50393,0,13264,0,87906,121796
15370,114,192895,59312,70692,210783,259358,123072
15371,3,10037,0,0,0,0,0
15372,625,486272,415509,974426,745114,1273919,835895
15373,1,1535,0,0,0,0,0
15374,219,257179,420004,530445,287180,315446,147938
15375,1189,647416,610994,938185,697848,1212152,1117741
15376,0,0,0,0,0,0,0
15377,219,186379,409058,219826,582063,263987,240043
15378,43,79275,36373,89041,3547,0,0
15379,1326,254322,740075,1546143,851834,1195880,1456105
15380,890,578951,564936,612909,410477,588270,542990
15382,269,137520,467544,516313,544044,465608,226657
15383,240,248636,178926,445493,183266,282067,424993
15384,226,690374,422637,827603,522682,638380,597583
15385,14,0,0,0,73403,0,27666
15386,478,704418,1048571,687711,617345,558259,881755
15387,1115,836482,1188521,1686964,931350,1135973,1270824
15388,994,1151341,1043401,924417,989184,779165,1603802
15389,371,84628,774214,356489,458614,668467,1266968
15390,695,375061,506488,809709,670011,1052647,930607
15391,312,1371730,888841,281997,342558,956730,553755
15392,212,167671,219790,1497992,1171885,966016,1330783
15393,0,0,0,0,0,0,0
15394,202,44106,55338334,131351,303457,164445,362788
15395,0,0,0,0,0,0,0
15396,3,0,0,0,17053,0,0
15397,239,193317,534471,431735,475529,33375,99288
15398,237,104495,216102,1494117,319117,514752,711407
15399,152,269287,364660,649052,489474,116710,358946
15400,4,0,0,0,31696,0,0
15401,5,0,0,0,17737,26488,0
15403,623,500508,825033,299851,278227,746052,819891
15404,5,50384,0,0,0,0,0
15405,176,295172,162903,381175,329295,346704,272751
15406,8,0,0,14661,13634,0,12954
15407,748,1093164,826689,800080,602016,1056456,843876
15409,1190,742228,516564,2475742,1223757,2333395,1437596
15410,1157,615229,1078474,1107142,715242,1228830,1660595
15412,404,90089,28780,321351,740721,732376,759707
15413,14,0,65436,0,0,0,0
15414,1,0,5150,0,0,0,0
15416,3,0,0,12824,0,0,0
15417,320,439076,449327,352898,654702,648027,916460
15418,415,578262,295892,612017,583713,489578,723496
15419,259,352584,470115,302460,177890,219858,472256
15420,1106,224709,1110698,1178441,763587,962186,1349329
15421,554,82769,410873,245572,489645,912242,950614
15422,5,10697,0,0,0,0,0
15423,328,521614,1002274,380626,447924,998291,467843
15424,0,0,0,0,0,0,0
15425,247,308531,272058,1043594,278567,264142,295312
15426,440,85086,224213,127576,185974,324406,299864
15427,408,58341,654430,953743,347545,232283,796532
15428,5,3966,0,12179,11972,0,0
15429,1050,1156864,2278132,1498309,1491369,2111767,1295737
15430,2,7971,0,0,0,0,0
15431,17,0,0,5412,0,81778,0
15432,248,498960,527600,513647,146094,228103,271731
15433,420,26284,16976,2918708,156081,133004,282401
15434,13,29031,0,0,0,59135,0
15435,44,0,38629,89561,66632,23221,8579
15436,1395,1991367,1943381,2790006,1077574,1354299,1555088
15437,674,428507,310266,473019,365214,600181,865475
15438,1119,978351,990162,1137453,798916,971128,861190
15439,0,0,0,0,0,0,0
15440,651,2714527,1073928,2736885,1005490,2430170,1412051
15441,38,0,34093,30517,20189,18913,110709
15442,6,0,24207,0,0,0,89637
15443,495,308875,582884,813642,629569,634378,1400002
15444,270,70702,117892,302850,127668,188750,157901
15445,95,149509,57871,59293,4434,27934,82303
15446,744,615395,695688,647905,377633,481699,824176
15447,1101,926759,820353,1271708,1101537,1105259,762094
15448,12,24169,40690,0,19492,2528,0
15449,719,323493,367206,494451,372786,442281,400801
15450,34,0,96660,95266,0,50700,0
15451,162,39838,156322,145284,152860,78756,101068
15452,404,981481,1083976,878494,239786,157750,638947
15453,102,200171,11224,152966,206273,53986,36143
15454,1095,954889,1086613,4031487,900600,729793,656466
15455,1161,760976,788505,1004379,760896,638022,797185
15456,89,370744,138053,126199,207963,203811,250724
15457,769,1090178,1181089,1449011,910137,755157,795504
15458,613,399044,794193,855949,476360,920548,1129499
15459,836,571726,619367,702818,611531,1152638,691754
15460,5,0,20891,0,14012,0,0
15461,149,208286,173239,287534,290511,177727,330977
15462,7,0,0,0,0,37976,8471
15463,1222,927966,1222271,1401371,1203080,1054073,1615437
15464,1290,387932,949187,1291936,921908,753592,825204
15465,12,22288,35302,22596,0,0,0
15466,270,73409,40124,280457,186830,38047,1249335
15467,863,635488,804972,831932,763053,829170,530835
15468,423,521303,748764,746567,312169,810334,413992
15469,651,1266184,1563760,1478884,859658,882715,1584141
15470,389,236952,320494,285881,153570,218449,112908
15471,67,0,0,135398,87884,72362,248882
15472,48,17949,99434,97197,0,20228,23592
15473,7,8364,8241,0,0,18994,0
15475,529,2572284,1185221,2722406,775827,1486180,3698782
15477,28,492,41366,0,153797,14968,0
15478,5,0,34363,0,0,0,0
15479,380,735621,488426,582058,256080,486879,408501
15480,82,30113,191780,73824,87831,8101,5630
15481,17,31893,36763,12800,0,0,14413
15482,60,78726,95938,102530,74858,58133,35227
15483,713,686174,626573,543753,597630,553220,620149
15484,875,1460577,1226464,1606370,1467004,1409971,2041519
15485,51,47824,34198,71314,18828,32748,67427
15486,454,498473,694484,1514428,576095,841979,872862
15487,811,472162,727623,721200,675062,681488,861722
15488,2,0,0,9253,0,0,0
15489,103,75939,34507,277978,160651,172852,201172
15490,14,87246,24146,0,0,0,42811
15491,626,575618,505060,779598,843517,1035637,1029149
15493,645,1499759,1805463,2346998,1115522,870249,248784
15494,804,466696,274181,273287,242091,199614,182545
15495,489,613521,498118,757415,576749,530617,641882
15496,14,43299,51505,5649,17736,4045,10724
15497,3,0,0,0,19511,0,10723
15498,393,665503,707960,720032,429452,586885,401828
15499,693,426612,463899,700678,514357,760396,775415
15500,441,297677,365267,572772,129486,159702,199434
15501,491,621183,927690,1343244,680315,247979,88072
15502,331,1658063,243040,1371717,258087,1048948,350912
15503,92,532147,155439,406855,122916,103867,235486
15504,103,16247,105416,60139,11349,61561,431402
15505,498,1183443,1217130,835486,512581,3809601,3005946
15506,203,4255665,137043,5164411,502401,6379836,282861
15507,992,394156,814963,791582,568037,676927,1003094
15508,361,427218,404349,945717,885747,1285269,1196103
15509,308,226572,209702,457935,369526,538441,653545
15510,113,318557,264235,682300,432095,505609,0
15511,1270,343619,915388,1476190,1071842,1422471,1572681
15512,1039,866535,1430593,1199353,945893,954104,1485660
15513,2943,2900679,2228141,3402609,2740123,2629633,3537463
15514,5,14761,0,24404,0,0,0
15515,0,0,0,0,0,0,0
15516,2,0,0,0,0,2832,0
15517,394,825572,1152540,1411792,992130,1218999,1079789
15518,587,523263,661237,1015151,376958,47867,28663
15519,907,622938,819291,525833,907869,1090945,1049773
15520,552,415097,505593,632236,718173,851198,737469
15521,521,580430,2522332,2460919,1304259,1111116,1738371
15522,103,48711,317268,181165,257417,160806,266560
15523,63,46444,163435,249608,101124,287056,312287
15524,394,97452,348630,343197,532458,288881,484467
15525,1511,1112197,975415,1948465,1399381,1513777,1647302
15526,1387,938196,883131,1349549,1179862,1336196,1273540
15527,552,362932,625114,682165,278952,537770,774853
15528,831,1102299,1010781,910444,661171,794224,833145
15529,5,0,0,0,37718,0,0
15530,2207,1327346,1630342,2337404,1338850,2114370,1641466
15531,450,605969,426973,522063,298375,672953,334903
15532,375,1153761,489460,534884,368318,826983,453219
15533,394,445721,617850,363224,426339,458408,1318443
15534,65,74710,55107,50052,50374,13956,1287
15535,432,671870,264186,378910,435945,633656,947907
15536,465,356472,434775,186983,230782,482553,517348
15537,146,127374,313163,109840,123396,185361,124821
15538,454,270794,489034,677172,454139,334848,367482
15539,0,0,0,0,0,0,0
15540,1237,926175,1040341,1544730,936882,917701,645394
15541,135,142285,205358,306675,472631,586690,488024
15542,4,0,19859,0,0,0,0
15543,0,0,0,0,0,0,0
15544,1613,1290162,1219679,1803711,1025105,1012284,1503997
15545,166,106088,72115,100681,128865,56434,148625
15546,12,0,0,0,0,66270,0
15547,275,1049434,316691,1338455,515048,1518615,730623
15548,0,0,0,0,0,0,0
15549,385,317997,417698,420376,344696,300109,369677
15550,1,0,0,0,0,0,8364
15551,263,160497,31727,353851,349551,320679,314292
15552,1100,631325,869200,983049,577893,1060813,857501
15553,1577,1101249,943587,1202823,884505,984158,1237585
15554,74,14948,13422,33840,25198,35932,23602
15555,1153,1127483,911952,1784650,1123377,821017,830660
15556,821,214674,481064,742751,593823,478566,529495
15557,1293,1139132,1109102,741358,885498,913684,1501994
15558,832,751520,821342,903159,490069,763265,921038
15559,578,389677,544224,743202,668926,537419,807724
15560,861,100326,692602,1291327,776468,892543,984590
15561,495,498680,411469,604066,758622,340439,560141
15562,1,0,0,0,0,10114,0
15564,944,809933,964861,626946,543368,595712,957912
15565,107,1348499,618394,2511021,226232,1982968,408796
15566,1173,511615,1276660,999236,545469,881950,1089920
15567,537,193867,399729,294416,318516,477460,623198
15568,27,0,16109,0,2616,0,139750
15569,183,104943,197497,127853,117741,87262,186904
15570,227,567212,474128,445110,480694,260962,622312
15571,164,84175,103399,102259,136804,27933,114778
15572,5,0,0,45192,12372,0,35387
15573,390,709219,972472,807047,373595,450820,777539
15574,298,596692,301701,1835205,1026413,618385,358242
15575,361,270371,357268,384200,326381,231995,226718
15576,1940,1570895,1601509,1823389,1270384,1663203,1476653
15577,472,107271,152868,183955,210120,378846,512149
15578,134,79016,96877,0,48218,127276,175488
15579,642,481312,592280,566199,564192,348432,777370
15580,1035,979867,624561,1109595,704444,932387,657240
15581,141,256590,107912,204288,118809,157951,136252
15582,697,712485,657259,1028838,771196,1004005,940718
15583,789,1213628,718098,762680,556992,832610,857973
15584,691,160047,246685,702237,1022890,915559,721726
15585,834,1224025,1007674,1263314,869953,895137,535750
15586,825,525550,31747,781483,648932,790690,1120835
15587,473,713764,703588,1798846,754344,843405,1335272
15588,2,0,0,4305,0,0,0
15589,1041,775833,837524,873470,652713,820459,1078803
15590,267,384504,244172,341812,234858,288602,344702
15592,641,441076,812996,814015,1049002,895640,984579
15593,840,782702,252340,541269,653354,950522,1155852
15594,755,604657,442389,635499,724074,2877378,4039520
15595,347,124130,346274,675985,897677,958036,1243869
15597,3,0,0,0,0,5006,139297
15598,774,795469,718651,796431,351064,735207,919820
15599,42,85612,179441,107559,126110,33374,34100
15600,174,309299,87423,273853,309894,734642,377356
15602,493,913928,504003,732228,430925,945545,680577
15603,583,726990,1857539,1879310,1181707,474779,499204
15604,968,1233533,1374248,1022599,1121821,1042684,1097925
15605,340,256809,246796,470609,244982,258007,256997
15606,213,206710,240731,947776,496583,562423,1579801
15607,309,207952,381980,414932,340282,694705,721561
15608,619,570583,347774,458539,316206,447253,595586
15609,188,103534,1479576,4974917,128859,730535,463942
15610,1305,520023,619211,953096,1107495,1347626,1625196
15611,749,620381,637415,811640,648182,610429,887020
15612,124,298363,290485,250705,262148,191904,356949
15613,219,60007,635670,380681,344234,257605,691487
15614,282,273155,343646,291977,298776,993711,1844217
15615,168,252126,360850,939913,600401,404946,472186
15616,71,116522,129038,956575,184141,30443,221652
15617,399,896592,875672,1532042,456401,1090954,1240823
15618,1060,587314,733339,807258,455650,569649,646566
15619,853,1237549,620722,1261570,625296,722289,974713
15620,105,198442,248528,70047,216344,244991,381611
15621,225,3149630,568628,1269872,698654,1343556,326687
15622,181,105276,167780,256960,427652,192604,329443
15623,154,1501554,328947,426029,863448,289288,149483
15624,637,1522373,1473651,1663636,757108,1134921,1184602
15625,16,67792,6181,0,0,0,16085
15626,326,1185205,1555285,472845,939554,575948,712668
15627,267,576162,250827,866365,408300,393189,716208
15628,8,0,0,34753,0,0,0
15629,411,430290,382568,678299,654082,977904,317680
15630,159,236854,322892,451243,309852,649311,300241
15631,363,138657,214978,286839,356003,76496,131285
15632,4,38378,2039,0,3060,0,0
15633,510,342629,333501,508517,401798,408612,564271
15634,1062,2172962,1613202,3158953,1260066,3938502,1107322
15635,1113,872294,942225,888445,471662,763291,885583
15636,58,555590,227279,397851,27217,50568,67376
15637,440,3684175,2829141,3364116,1116209,360043,719660
15638,255,503774,329259,385706,476526,565575,565949
15639,504,432081,390045,425198,362107,486861,551580
15640,139,667880,374437,306142,150196,417185,533616
15641,469,985163,875364,989938,572296,813961,850336
15642,532,149288,97169,114545,489359,583761,1450294
15643,47,426097,282015,248105,426569,429978,125194
15644,1527,1862324,1716417,1282683,1512969,1881255,1624721
15645,1902,1999038,1804843,2198500,1560269,1833943,1966309
15646,214,281126,579433,756088,261190,244879,837066
15647,215,707524,828550,1105675,370882,181741,92972
15648,369,254415,646102,1713684,709135,2028094,498755
15649,416,542040,1054795,500313,805131,524324,459551
15650,62,11317,0,7944,41338,36187,66500
15651,428,1352112,1178454,522153,998603,464719,793897
15652,869,406988,776491,552678,515760,633794,777050
15653,383,396141,810030,798155,803497,1216928,531644
15654,909,882913,875324,1151093,888806,624896,766576
15655,490,594731,802026,699525,731795,503960,303403
15656,87,55795,119160,326095,94962,326296,120514
15657,5,0,0,0,32813,0,0
15658,11,0,0,0,9605,0,48424
15659,288,989797,768216,844938,456295,609426,617395
15660,0,0,0,0,0,0,0
15661,150,360317,130309,19003,109211,327226,401934
15662,205,297518,462926,346137,295846,321135,213019
15664,315,308214,1403062,1117844,1251858,785673,897751
15665,72,49085,68810,251527,166494,184976,280257
15666,1663,1206358,996256,1561064,1318670,2018194,1755426
15667,754,1054026,1345023,1486170,900238,1731018,879069
15668,138,158242,354194,150070,104389,191908,99405
15669,487,1040485,856627,1090694,1041181,667182,1059638
15670,636,503730,829394,773880,783089,976124,1005672
15671,10,14790,17511,52152,21816,0,32492
15672,19,53548,14776,0,1224,13067,26217
15673,307,456130,165073,372907,531265,761350,777068
15675,146,269462,546587,232992,203806,138051,120639
15676,340,697091,659377,805802,571022,514157,604916
15677,0,0,0,0,0,0,0
15678,1035,1259577,979468,728932,858517,778444,469670
15679,510,438367,1037153,938186,750793,613199,992209
15680,10,0,9168,15704,30418,4046,12492
15681,1255,1143865,1068315,1697693,1085129,1097682,1270584
15682,746,486923,409271,757149,534618,1137353,705652
15683,1373,871979,812269,694846,646136,1018241,1291778
15684,1020,507356,1144425,836980,540905,959010,1026866
15685,102,35425,233292,149790,401692,463198,2197377
15686,213,234072,449488,203897,203428,196079,267717
15687,410,1657181,515652,1825465,1020105,1989164,671590
15688,612,338931,346156,639466,493432,368590,530691
15689,602,1468511,2143047,2294800,1688936,1298743,1686677
15690,29,39214,135325,74657,7893,0,8171
15691,1349,1264870,1372512,1172885,900650,896842,762004
15692,1571,887317,946076,1023874,993118,1166596,1266336
15693,848,657016,540639,620073,770122,998984,958249
15694,472,414964,438277,586042,706407,512332,599896
15695,1877,1964641,1979427,2182291,1843012,1851694,1661396
15696,674,963690,773788,899918,788053,944890,556392
15698,54,0,0,40671,74716,37583,52811
15699,782,1004060,760762,1319817,959440,944064,335857
15700,1792,1613095,1622414,1921207,1129971,1465297,1574111
15701,96,144708,78900,13220,5632,8495,9652
15702,337,28367,168204,858519,582894,1101839,741004
15703,58,190444,5665,274601,399784,283181,48673
15704,664,331099,291028,859765,520503,555817,566961
15705,25,0,0,186284,0,0,0
15706,869,654560,367266,779568,725860,777618,1071835
15707,93,38510,179911,186665,20707,94632,15463
15708,30,1919,5717,78374,14038,34679,5319
15709,4,0,0,0,5356,0,102258
15710,49,139257,49280,20675,111629,0,0
15711,619,314102,269197,308766,305856,302676,217230
15712,52,0,15740,33297,129686,0,92361
15713,1021,815570,770176,717632,769492,1015921,1049899
15714,858,1117339,1096497,1054573,789496,700348,728275
15715,397,353559,401266,401225,415285,873624,610004
15716,61,39549,81603,42832,71680,140882,3946
15717,777,760121,788206,781757,511568,541691,816407
15718,0,0,0,0,0,0,0
15719,156,107857,194850,235747,415292,244034,216668
15720,4,0,0,23511,0,0,0
15721,33,122910,0,217272,0,1274,12868
15722,1,3936,0,0,0,0,0
15723,412,617014,602326,378727,246827,334262,348888
15725,0,0,0,0,0,0,0
15726,0,0,0,0,0,0,0
15727,510,169369,324912,340120,206990,534930,637783
15728,469,555315,653313,529180,464322,682636,382091
15729,13,0,31417,31634,1951,0,5737
15730,22,0,0,0,95360,125926,0
15731,19,0,0,0,10642,128651,0
15732,643,568685,453591,571344,490449,669583,1036159
15733,1,0,0,0,0,0,5147
15734,5,101575,0,0,0,0,6434
15735,443,661373,476220,1246695,288931,829442,647960
15736,438,424480,615025,558375,388707,608824,825352
15737,60,74080,19572,69347,76623,71807,203937
15738,359,640819,667235,1683142,774992,375283,284652
15739,113,189435,398168,182576,275803,110949,130341
15740,12,29325,0,0,0,17476,40233
15741,643,194817,223569,421927,617599,707603,365673
15742,137,207874,74884,1570717,150408,44803,29917
15743,209,412811,139730,286594,390422,217323,318593
15744,494,270731,515786,692206,288961,377962,444411
15745,134,132554,156883,341876,264793,216857,402008
15746,31,92125,32543,10168,0,0,0
15747,43,1018772,894114,63044,264009,300858,42894
15748,2,0,0,0,5232,7585,0
15749,848,912692,611262,1411719,969861,849095,866212
15750,5,0,0,0,0,0,50721
15751,16,52047,27812,0,0,21542,0
15752,1309,1019657,1045938,1035187,800830,1367425,1825174
15753,10,0,0,82104,0,0,96253
15754,303,790089,652701,815154,570368,431214,1292591
15755,191,393082,286692,473874,376712,172032,138183
15756,817,550594,456683,580353,304970,267159,579261
15757,94,37002,134901,140040,329422,194737,167510
15758,255,300433,192079,682911,307803,336672,283365
15759,150,239622,349595,302924,175237,119808,312864
15760,40,63866,25237,26550,75648,83465,41071
15761,551,458616,705956,535542,886025,1077409,481928
15762,253,220647,570188,980369,784806,1764621,2661459
15763,1096,918887,780395,954701,709212,770775,836668
15764,1151,971436,1019701,1088904,773494,956639,1046209
15765,80,213289,264629,299095,153032,0,0
15766,914,580109,614167,1091795,888066,1092661,787181
15767,257,294737,267141,483098,616404,815935,489512
15769,762,364894,434489,589499,441022,518003,494022
15770,611,1491516,708255,1145932,743422,770944,1008115
15771,779,924036,930558,966300,182798,532682,409924
15772,25,47236,0,36598,75851,14564,10981
15773,1063,887170,1030794,939496,684665,738640,1395837
15774,1,0,0,0,0,15170,0
15775,146,149474,196099,152524,187672,237344,231895
15776,622,902881,831544,874228,446571,834496,84372
15777,515,507593,432771,425725,234975,657532,697315
15778,1338,1092551,1163482,1442488,1256520,596912,1037124
15779,322,421648,327661,258534,292421,487666,454602
15780,532,764129,1284942,1808404,1063267,1789473,1564187
15781,0,0,0,0,0,0,0
15782,29,0,0,145068,20397,52195,76071
15783,2,6274,0,0,0,0,0
15784,1232,658483,661148,1015034,979671,989338,975824
15785,965,996007,633861,555737,518644,917538,970007
15786,191,220722,312590,290587,240330,277197,351007
15787,14,0,0,0,0,60042,74922
